,Mainline,Fork,Pr nr,Patch classification,Interesting
87,apache/kafka,linkedin/kafka,18191,NA,0
114,apache/kafka,linkedin/kafka,18011,CC,0
113,apache/kafka,linkedin/kafka,18021,CC,0
112,apache/kafka,linkedin/kafka,18023,CC,0
111,apache/kafka,linkedin/kafka,18029,NE,0
110,apache/kafka,linkedin/kafka,18030,CC,0
109,apache/kafka,linkedin/kafka,18032,CC,0
108,apache/kafka,linkedin/kafka,18037,CC,0
107,apache/kafka,linkedin/kafka,18042,CC,0
106,apache/kafka,linkedin/kafka,18051,NE,0
105,apache/kafka,linkedin/kafka,18062,NE,0
104,apache/kafka,linkedin/kafka,18064,NE,0
103,apache/kafka,linkedin/kafka,18065,NE,0
102,apache/kafka,linkedin/kafka,18067,CC,0
101,apache/kafka,linkedin/kafka,18075,NA,0
100,apache/kafka,linkedin/kafka,18098,NA,0
99,apache/kafka,linkedin/kafka,18108,CC,0
96,apache/kafka,linkedin/kafka,18127,NA,0
95,apache/kafka,linkedin/kafka,18143,NE,0
92,apache/kafka,linkedin/kafka,18159,NA,0
67,apache/kafka,linkedin/kafka,18309,CC,0
90,apache/kafka,linkedin/kafka,18175,NE,0
89,apache/kafka,linkedin/kafka,18177,CC,0
88,apache/kafka,linkedin/kafka,18186,CC,0
68,apache/kafka,linkedin/kafka,18308,NA,0
58,apache/kafka,linkedin/kafka,18348,NA,0
66,apache/kafka,linkedin/kafka,18310,CC,0
65,apache/kafka,linkedin/kafka,18311,NE,0
30,apache/kafka,linkedin/kafka,18545,CC,0
28,apache/kafka,linkedin/kafka,18549,NA,0
27,apache/kafka,linkedin/kafka,18563,NA,0
26,apache/kafka,linkedin/kafka,18569,NE,0
25,apache/kafka,linkedin/kafka,18587,NA,0
24,apache/kafka,linkedin/kafka,18599,CC,0
23,apache/kafka,linkedin/kafka,18604,CC,0
21,apache/kafka,linkedin/kafka,18616,CC,0
20,apache/kafka,linkedin/kafka,18627,CC,0
18,apache/kafka,linkedin/kafka,18635,CC,0
17,apache/kafka,linkedin/kafka,18642,NE,0
15,apache/kafka,linkedin/kafka,18657,CC,0
14,apache/kafka,linkedin/kafka,18661,NE,0
13,apache/kafka,linkedin/kafka,18664,NA,0
12,apache/kafka,linkedin/kafka,18667,NE,0
11,apache/kafka,linkedin/kafka,18674,NE,0
8,apache/kafka,linkedin/kafka,18690,CC,0
7,apache/kafka,linkedin/kafka,18710,NE,0
5,apache/kafka,linkedin/kafka,18725,NE,0
4,apache/kafka,linkedin/kafka,18730,CC,0
2,apache/kafka,linkedin/kafka,18742,CC,0
31,apache/kafka,linkedin/kafka,18544,NE,0
32,apache/kafka,linkedin/kafka,18541,NE,0
33,apache/kafka,linkedin/kafka,18534,CC,0
48,apache/kafka,linkedin/kafka,18435,NA,0
63,apache/kafka,linkedin/kafka,18323,CC,0
62,apache/kafka,linkedin/kafka,18324,CC,0
60,apache/kafka,linkedin/kafka,18337,NE,0
1,apache/kafka,linkedin/kafka,18754,NE,0
57,apache/kafka,linkedin/kafka,18369,CC,0
53,apache/kafka,linkedin/kafka,18388,NE,0
52,apache/kafka,linkedin/kafka,18407,NE,0
51,apache/kafka,linkedin/kafka,18416,NE,0
50,apache/kafka,linkedin/kafka,18417,CC,0
47,apache/kafka,linkedin/kafka,18436,CC,0
34,apache/kafka,linkedin/kafka,18517,NE,0
46,apache/kafka,linkedin/kafka,18446,NE,0
45,apache/kafka,linkedin/kafka,18467,CC,0
44,apache/kafka,linkedin/kafka,18469,CC,0
43,apache/kafka,linkedin/kafka,18474,NE,0
42,apache/kafka,linkedin/kafka,18475,NE,0
40,apache/kafka,linkedin/kafka,18487,NA,0
38,apache/kafka,linkedin/kafka,18495,CC,0
37,apache/kafka,linkedin/kafka,18505,CC,0
35,apache/kafka,linkedin/kafka,18511,CC,0
115,apache/kafka,linkedin/kafka,18005,CC,0
50,apache/kafka,linkedin/kafka,19052,MO,1
22,apache/kafka,linkedin/kafka,19195,MO,1
24,apache/kafka,linkedin/kafka,19185,MO,1
84,apache/kafka,linkedin/kafka,18857,MO,1
81,apache/kafka,linkedin/kafka,18860,MO,1
79,apache/kafka,linkedin/kafka,18866,MO,1
33,apache/kafka,linkedin/kafka,19146,MO,1
34,apache/kafka,linkedin/kafka,19145,MO,1
36,apache/kafka,linkedin/kafka,19136,MO,1
77,apache/kafka,linkedin/kafka,18877,MO,1
39,apache/kafka,linkedin/kafka,19111,MO,1
40,apache/kafka,linkedin/kafka,19109,MO,1
45,apache/kafka,linkedin/kafka,19089,ED,1
48,apache/kafka,linkedin/kafka,19076,MO,1
68,apache/kafka,linkedin/kafka,18945,MO,1
52,apache/kafka,linkedin/kafka,19040,MO,1
53,apache/kafka,linkedin/kafka,19039,MO,1
54,apache/kafka,linkedin/kafka,19027,MO,1
64,apache/kafka,linkedin/kafka,18994,SP,1
23,apache/kafka,linkedin/kafka,19188,MO,1
30,apache/kafka,linkedin/kafka,19156,MO,1
90,apache/kafka,linkedin/kafka,18835,MO,1
6,apache/kafka,linkedin/kafka,19354,MO,1
19,apache/kafka,linkedin/kafka,19230,MO,1
18,apache/kafka,linkedin/kafka,19240,MO,1
8,apache/kafka,linkedin/kafka,19345,MO,1
98,apache/kafka,linkedin/kafka,18780,SP,1
3,apache/kafka,linkedin/kafka,19374,MO,1
95,apache/kafka,linkedin/kafka,18798,MO,1
11,apache/kafka,linkedin/kafka,19319,MO,1
12,apache/kafka,linkedin/kafka,19314,MO,1
71,apache/kafka,linkedin/kafka,18906,CC,0
70,apache/kafka,linkedin/kafka,18934,NE,0
69,apache/kafka,linkedin/kafka,18942,CC,0
86,apache/kafka,linkedin/kafka,18853,CC,0
67,apache/kafka,linkedin/kafka,18950,CC,0
73,apache/kafka,linkedin/kafka,18889,CC,0
96,apache/kafka,linkedin/kafka,18797,NA,0
97,apache/kafka,linkedin/kafka,18796,NA,0
66,apache/kafka,linkedin/kafka,18958,NA,0
65,apache/kafka,linkedin/kafka,18986,NE,0
63,apache/kafka,linkedin/kafka,18996,NA,0
72,apache/kafka,linkedin/kafka,18901,NA,0
94,apache/kafka,linkedin/kafka,18815,CC,0
74,apache/kafka,linkedin/kafka,18888,CC,0
75,apache/kafka,linkedin/kafka,18886,NA,0
87,apache/kafka,linkedin/kafka,18847,NA,0
93,apache/kafka,linkedin/kafka,18824,NE,0
76,apache/kafka,linkedin/kafka,18878,NA,0
78,apache/kafka,linkedin/kafka,18871,NE,0
92,apache/kafka,linkedin/kafka,18830,NA,0
91,apache/kafka,linkedin/kafka,18833,CC,0
80,apache/kafka,linkedin/kafka,18862,NE,0
61,apache/kafka,linkedin/kafka,19003,NA,0
89,apache/kafka,linkedin/kafka,18838,NA,0
82,apache/kafka,linkedin/kafka,18859,CC,0
83,apache/kafka,linkedin/kafka,18858,NE,0
88,apache/kafka,linkedin/kafka,18844,CC,0
85,apache/kafka,linkedin/kafka,18855,NE,0
62,apache/kafka,linkedin/kafka,19002,NE,0
0,apache/kafka,linkedin/kafka,19448,CC,0
60,apache/kafka,linkedin/kafka,19004,NE,0
15,apache/kafka,linkedin/kafka,19308,NE,0
27,apache/kafka,linkedin/kafka,19165,NE,0
26,apache/kafka,linkedin/kafka,19171,NA,0
25,apache/kafka,linkedin/kafka,19179,NE,0
21,apache/kafka,linkedin/kafka,19210,NE,0
20,apache/kafka,linkedin/kafka,19215,CC,0
17,apache/kafka,linkedin/kafka,19247,NE,0
16,apache/kafka,linkedin/kafka,19303,NE,0
14,apache/kafka,linkedin/kafka,19309,NA,0
29,apache/kafka,linkedin/kafka,19160,CC,0
13,apache/kafka,linkedin/kafka,19310,CC,0
10,apache/kafka,linkedin/kafka,19333,NE,0
9,apache/kafka,linkedin/kafka,19337,NE,0
7,apache/kafka,linkedin/kafka,19351,NE,0
5,apache/kafka,linkedin/kafka,19358,NE,0
4,apache/kafka,linkedin/kafka,19370,NE,0
2,apache/kafka,linkedin/kafka,19392,NE,0
28,apache/kafka,linkedin/kafka,19164,NE,0
31,apache/kafka,linkedin/kafka,19151,NE,0
59,apache/kafka,linkedin/kafka,19005,NE,0
47,apache/kafka,linkedin/kafka,19078,NA,0
58,apache/kafka,linkedin/kafka,19017,NE,0
57,apache/kafka,linkedin/kafka,19020,NE,0
56,apache/kafka,linkedin/kafka,19023,NE,0
55,apache/kafka,linkedin/kafka,19024,NE,0
51,apache/kafka,linkedin/kafka,19047,CC,0
1,apache/kafka,linkedin/kafka,19415,NE,0
49,apache/kafka,linkedin/kafka,19070,NE,0
46,apache/kafka,linkedin/kafka,19086,NA,0
32,apache/kafka,linkedin/kafka,19149,NE,0
44,apache/kafka,linkedin/kafka,19091,NE,0
43,apache/kafka,linkedin/kafka,19096,CC,0
42,apache/kafka,linkedin/kafka,19099,CC,0
41,apache/kafka,linkedin/kafka,19102,NE,0
38,apache/kafka,linkedin/kafka,19124,CC,0
37,apache/kafka,linkedin/kafka,19126,CC,0
35,apache/kafka,linkedin/kafka,19139,CC,0
99,apache/kafka,linkedin/kafka,18771,NA,0
